lon,lat,address,sheng,shi,xian,xiangzhen,cun,goods_made,geocodeAdd
121.123102,29.106284,"hu'ancun, tiantai, taizhou, zhejiang, china, 317206",浙江省,台州市,天台县,坦头镇,湖岸村,汽车用品,浙江省湖岸村
121.135656,29.102949,"wubaicun, tiantai, taizhou, zhejiang, china",浙江省,台州市,天台县,坦头镇,五百村,汽车用品,浙江省五百村
120.592907,28.730674,"yushancun, xianju, taizhou, zhejiang, china",浙江省,台州市,天台县,坦头镇,鱼山村,汽车用品,浙江省鱼山村
121.3082,28.455289,"panlangcun, wenling, taizhou, zhejiang, china",浙江省,台州市,温岭市,大溪镇,潘郎村,鞋,浙江省潘郎村
120.593519,28.032668,"qianchencun, lucheng, wenzhou, zhejiang, china",浙江省,台州市,温岭市,横峰街道,前陈村,鞋,浙江省前陈村
121.388853,28.463737,"jiayucun, wenling, taizhou, zhejiang, china",浙江省,台州市,温岭市,泽国镇,夹屿村,热水器、鞋,浙江省夹屿村
NA,NA,NA,浙江省,台州市,温岭市,泽国镇,牧屿村,鞋,浙江省牧屿村
120.121506,30.233303,"shuangfengcun, xihu, hangzhou, zhejiang, china",浙江省,台州市,温岭市,泽国镇,双峰村,鞋,浙江省双峰村
121.500507,28.447885,"zhangdacun, wenling, taizhou, zhejiang, china",浙江省,台州市,温岭市,泽国镇,长大村,鞋,浙江省长大村
NA,NA,NA,浙江省,台州市,仙居县,下各镇,黄梁陈村,家居饰品,浙江省黄梁陈村
NA,NA,NA,浙江省,温州市,瓯海区,潘桥街道,陈庄村,鞋,浙江省陈庄村
120.659976,27.855057,"shen'aocun, ouhai, wenzhou, zhejiang, china",浙江省,温州市,瓯海区,仙岩街道,沈岙村,女装,浙江省沈岙村
120.686036,28.063953,"qianshicun, yongjia, wenzhou, zhejiang, china",浙江省,温州市,永嘉县,黄田街道,千石村,鞋,浙江省千石村
NA,NA,NA,浙江省,温州市,永嘉县,江北街道,珠岙村,童装,浙江省珠岙村
120.567081,28.149468,"fang'aocun, yongjia, wenzhou, zhejiang, china",浙江省,温州市,永嘉县,桥下镇,方岙村,教玩具,浙江省方岙村
NA,NA,NA,浙江省,温州市,永嘉县,桥下镇,梅岙村,教玩具,浙江省梅岙村
120.527403,29.279612,"shangcunxiang, dongyang, jinhua, zhejiang, china",浙江省,温州市,永嘉县,桥下镇,上村,演出服饰、教玩具,浙江省上村
121.81335,29.860742,"xi'aocun, beilun, ningbo, zhejiang, china",浙江省,温州市,永嘉县,桥下镇,西岙村,教玩具,浙江省西岙村
120.600217,27.97783,"xiaxiecun, ouhai, wenzhou, zhejiang, china",浙江省,温州市,永嘉县,桥下镇,下斜村,教玩具,浙江省下斜村
